"timesteps","rewards","uncertainties"
10000,11.57,132.69
20000,4.68,6.86
30000,-57.63,117.15
40000,-32.77,108.22
50000,-145.08,228.67
60000,-580.99,139.17
70000,-724.77,122.32
80000,-938.98,87.13
90000,-562.22,458.42
1e+05,-483.13,265.07
