"timesteps","rewards","uncertainties"
10000,-641.67,252.94
20000,-2144.98,80.94
30000,-2120.02,367.53
40000,-804.15,462.53
50000,-928.2,648.06
60000,-144.52,264.32
70000,-180.69,297.85
80000,-98.56,298.68
90000,-298.14,425.66
1e+05,-214.66,270.87
